city_or_county,state_abr,n_rpts_x,n_injured_x,n_killed_x,n_injured_y,n_rpts_y,n_killed_y
East Moriches,NY,1,1,0,1,1,0
East Naples,FL,1,0,1,0,1,1
East Norriton,PA,2,1,0,1,2,0
East Orange,NJ,33,16,20,16,33,20
East Palatka,FL,2,1,3,1,2,3
East Palo Alto,CA,4,5,3,5,4,3
East Pennsboro,PA,1,0,0,0,1,0
East Peoria,IL,7,2,4,2,7,4
East Pittsburgh,PA,3,2,0,2,3,0
East Point,GA,8,3,2,3,8,2
East Prairie,MO,1,0,0,0,1,0
East Price Hill,OH,1,2,0,2,1,0
East Providence,RI,4,1,1,1,4,1
East Quogue,NY,1,0,0,0,1,0
East Ridge,TN,2,0,1,0,2,1
East Rockaway,NY,1,0,0,0,1,0
East Rutherford,NJ,3,0,0,0,3,0
East Saint Louis,IL,120,44,71,44,120,71
East Saint Louis (Alorton),IL,1,1,0,1,1,0
East Saint Louis (Cahokia),IL,24,8,9,8,24,9
East Saint Louis (Centreville),IL,7,2,3,2,7,3
East Saint Louis (East St Louis),IL,2,1,1,1,2,1
East Saint Louis (Fairmont City),IL,2,0,1,0,2,1
East Saint Louis (Sauget),IL,4,2,2,2,4,2
East Saint Louis (Washingtn Park),IL,3,0,2,0,3,2
East Saint Louis (Washington Pk),IL,3,0,3,0,3,3
East Setauket,NY,1,1,0,1,1,0
East Sparta,OH,1,1,0,1,1,0
East Spencer,NC,1,1,0,1,1,0
East Springfield,PA,2,0,1,0,2,1
East St. Louis,IL,18,8,14,8,18,14
East Stroudsburg,PA,18,5,3,5,18,3
East Syracuse,NY,1,1,0,1,1,0
East Taunton,MA,1,0,1,0,1,1
East Troy,WI,2,0,2,0,2,2
East Wallingford,VT,1,0,0,0,1,0
East Wareham,MA,1,0,0,0,1,0
East Wenatchee,WA,2,0,1,0,2,1
East Windsor,CT,13,3,0,3,13,0
East Windsor,NJ,1,0,0,0,1,0
Eastaboga,AL,2,0,1,0,2,1
Eastbrook,ME,1,0,0,0,1,0
Eastford,CT,1,0,0,0,1,0
Eastham,MA,1,1,0,1,1,0
Easthampton,MA,2,0,0,0,2,0
Easthampton (Westhampton),MA,1,0,0,0,1,0
Eastlake,OH,5,1,2,1,5,2
Eastlake (Willowick),OH,1,0,0,0,1,0
Eastland,TX,1,0,1,0,1,1
Eastman,GA,3,1,2,1,3,2
Easton,CT,3,1,0,1,3,0
Easton,KS,1,1,0,1,1,0
Easton,MA,15,6,1,6,15,1
Easton,MD,2,0,1,0,2,1
Easton,ME,1,0,0,0,1,0
Easton,PA,77,19,9,19,77,9
Easton (Forks Township),PA,1,1,0,1,1,0
Easton (Palmer Township),PA,3,1,0,1,3,0
Easton (Palmer),PA,3,0,1,0,3,1
Easton (Williams Township),PA,2,1,0,1,2,0
Eastover,SC,7,4,3,4,7,3
Eastpoint,FL,2,0,0,0,2,0
Eastpointe,MI,10,9,3,9,10,3
Eastvale,CA,1,1,0,1,1,0
Eastview,KY,2,2,0,2,2,0
Eaton,IN,3,1,2,1,3,2
Eaton,OH,3,0,2,0,3,2
Eaton,WI,1,0,2,0,1,2
Eaton (Niles),IN,1,1,0,1,1,0
Eaton (county),MI,4,0,1,0,4,1
Eaton Rapids,MI,3,0,2,0,3,2
Eatonton,GA,5,6,7,6,5,7
Eatontown,NJ,5,1,1,1,5,1
Eatonville,FL,1,0,0,0,1,0
Eatonville,WA,9,2,4,2,9,4
Eau Claire,MI,1,1,0,1,1,0
Eau Claire,WI,37,5,8,5,37,8
Eau Claire (county),WI,2,0,0,0,2,0
Eau Claire County,WI,1,1,0,1,1,0
Ebensburg,PA,2,0,0,0,2,0
Ebro,FL,1,0,0,0,1,0
Eclectic,AL,3,1,4,1,3,4
Ecorse,MI,5,4,3,4,5,3
Ecru,MS,2,1,0,1,2,0
Ector,TX,1,1,0,1,1,0
Ector County,TX,3,2,3,2,3,3
Edcouch,TX,3,0,3,0,3,3
Eddington,ME,1,1,0,1,1,0
Eddy,TX,1,1,0,1,1,0
Eddy (county),NM,5,2,0,2,5,0
Eddy County,NM,1,0,0,0,1,0
Eddyville,IL,1,1,1,1,1,1
Eddyville,KY,6,2,1,2,6,1
Eddyville,OR,1,0,0,0,1,0
Eden,AZ,1,1,0,1,1,0
Eden,GA,3,2,1,2,3,1
Eden,MD,2,1,1,1,2,1
Eden,NC,27,15,6,15,27,6
Eden,NY,1,0,1,0,1,1
Eden,TX,1,0,1,0,1,1
Eden,VT,2,1,0,1,2,0
Eden Prairie,MN,8,2,2,2,8,2
Edenton,NC,10,12,2,12,10,2
Edgar,WI,1,0,1,0,1,1
Edgard,LA,8,6,0,6,8,0
Edgecomb,ME,1,0,0,0,1,0
Edgecombe (county),NC,3,2,2,2,3,2
Edgefield,SC,4,1,4,1,4,4
Edgefield (county),SC,1,1,0,1,1,0
Edgefield County,SC,2,0,2,0,2,2
Edgeley,ND,1,0,1,0,1,1
Edgemoor,DE,1,0,0,0,1,0
Edgemoor,SC,1,0,0,0,1,0
Edgerton,MO,1,0,4,0,1,4
Edgerton,WI,1,2,0,2,1,0
Edgewater,FL,11,2,4,2,11,4
Edgewater,MD,6,2,2,2,6,2
Edgewater,NJ,3,1,4,1,3,4
Edgewater,WI,1,0,2,0,1,2
Edgewood,IA,1,0,0,0,1,0
Edgewood,MD,21,18,8,18,21,8
Edgewood,NM,10,1,3,1,10,3
Edina,MN,1,0,0,0,1,0
Edinboro,PA,3,3,2,3,3,2
Edinburg,NY,1,0,0,0,1,0
Edinburg,TX,15,10,10,10,15,10
Edison,NJ,9,5,0,5,9,0
Edisto Island,SC,2,2,0,2,2,0
Edisto Island (Edisto Beach),SC,1,1,0,1,1,0
Edmond,OK,38,16,8,16,38,8
Edmonds,WA,14,2,3,2,14,3
Edmonson County,KY,1,0,0,0,1,0
Edmonton,KY,4,1,4,1,4,4
Edna,KS,1,0,0,0,1,0
Edna,TX,1,0,1,0,1,1
Edson,KS,1,1,0,1,1,0
Edwards,MO,1,1,0,1,1,0
Edwards,MS,6,2,2,2,6,2
Edwards (North Edwards),CA,1,1,0,1,1,0
Edwardsburg,MI,2,0,0,0,2,0
Edwardsville,IL,12,4,0,4,12,0
Edwardsville,KS,1,0,1,0,1,1
Edwardsville,PA,2,0,0,0,2,0
Eek,AK,1,0,1,0,1,1
Effingham,IL,5,2,1,2,5,1
Effingham,NH,1,0,1,0,1,1
Effingham,SC,1,1,0,1,1,0
Effingham (Park Hills),IL,1,0,0,0,1,0
Effingham (county),GA,2,0,0,0,2,0
Effingham County,GA,2,0,1,0,2,1
Effort,PA,5,1,1,1,5,1
Efland,NC,3,2,1,2,3,1
Egegik,AK,2,0,0,0,2,0
Egg Harbor,WI,1,0,0,0,1,0
Egg Harbor City,NJ,14,10,1,10,14,1
Egg Harbor City (Egg Harbor),NJ,1,0,0,0,1,0
Egg Harbor Township,NJ,12,4,3,4,12,3
Eggleston,VA,1,1,0,1,1,0
Eglin Afb,FL,6,0,0,0,6,0
Ehrenberg,AZ,1,0,0,0,1,0
Ehrhardt,SC,1,1,0,1,1,0
Eidson,TN,3,0,1,0,3,1
Eight Mile,AL,5,1,1,1,5,1
Eight Mile (Prichard),AL,1,0,1,0,1,1
Ekalaka,MT,1,0,2,0,1,2
Ekuk,AK,1,0,1,0,1,1
Ekwok,AK,1,0,0,0,1,0
El Cajon,CA,25,9,11,9,25,11
El Centro,CA,12,6,5,6,12,5
El Cerrito,CA,22,11,4,11,22,4
El Dorado,AR,20,7,15,7,20,15
El Dorado,KS,5,2,2,2,5,2
El Dorado (Nashville),CA,1,1,0,1,1,0
El Dorado (county),CA,2,0,3,0,2,3
El Dorado County,CA,3,1,0,1,3,0
El Dorado Hills,CA,2,0,1,0,2,1
El Dorado Springs,MO,3,1,3,1,3,3
El Indio,TX,1,0,1,0,1,1
El Jebel,CO,1,0,2,0,1,2
El Mirage,AZ,5,5,2,5,5,2
El Monte,CA,39,16,21,16,39,21
El Paso,TX,220,87,71,87,220,71
El Paso (Horizon City),TX,4,0,0,0,4,0
El Paso (Socorro),TX,2,0,2,0,2,2
El Paso (county),CO,11,7,0,7,11,0
El Paso (county),TX,2,1,2,1,2,2
El Paso County,CO,6,4,3,4,6,3
El Portal,FL,1,0,1,0,1,1
El Prado,NM,1,0,0,0,1,0
El Reno,OK,3,1,0,1,3,0
El Rio,CA,1,0,0,0,1,0
El Segundo,CA,4,3,3,3,4,3
El Sobrante,CA,6,3,2,3,6,2
Elba,AL,3,0,1,0,3,1
Elba,NY,1,0,0,0,1,0
Elbert (county),CO,2,1,0,1,2,0
Elberta,AL,4,0,1,0,4,1
Elberta,MI,1,1,0,1,1,0
Elberta,UT,2,0,0,0,2,0
Elberton,GA,5,3,5,3,5,5
Elbridge,NY,1,0,1,0,1,1
Elburn,IL,1,0,0,0,1,0
Elderon,WI,1,1,0,1,1,0
Eldersburg,MD,3,0,0,0,3,0
Eldon,MO,1,1,0,1,1,0
Eldorado,IL,2,1,0,1,2,0
Eldorado,OH,1,0,1,0,1,1
Eldorado,TX,1,0,1,0,1,1
Eldred,PA,2,0,1,0,2,1
Eldridge,IA,1,0,0,0,1,0
Eldridge,MO,2,1,0,1,2,0
Eleanor,WV,1,1,0,1,1,0
Eleele,HI,1,1,0,1,1,0
Elephant Butte,NM,1,0,0,0,1,0
Eleva,WI,1,0,0,0,1,0
Elfin Cove,AK,1,0,0,0,1,0
Elgin,IA,2,0,0,0,2,0
Elgin,IL,62,28,7,28,62,7
Elgin,NE,1,0,0,0,1,0
Elgin,OK,1,0,2,0,1,2
Elgin,SC,17,6,8,6,17,8
Elgin,TX,2,1,1,1,2,1
Elim,AK,3,1,0,1,3,0
Eliot,ME,1,0,0,0,1,0
Elizabeth,AR,1,0,0,0,1,0
Elizabeth,CO,2,0,0,0,2,0
Elizabeth,IN,1,0,1,0,1,1
Elizabeth,NJ,105,63,28,63,105,28
Elizabeth City,NC,61,40,11,40,61,11
Elizabethton,TN,15,10,3,10,15,3
Elizabethtown,KY,17,5,9,5,17,9
Elizabethtown,NC,22,8,5,8,22,5
Elizabethtown,PA,7,1,2,1,7,2
Elizabethtown (White Lake),NC,1,1,0,1,1,0
Elizaville,NY,1,0,0,0,1,0
Elk,WA,1,0,1,0,1,1
Elk City,OK,2,0,1,0,2,1
Elk Creek,KY,1,0,0,0,1,0
Elk Grove,CA,27,12,7,12,27,7
Elk Grove Village,IL,3,0,1,0,3,1
Elk River,MN,1,0,0,0,1,0
Elkhart,IN,101,59,33,59,101,33
Elkhart,TX,1,1,1,1,1,1
Elkhart (Dunlap),IN,1,0,0,0,1,0
Elkhart County,IN,2,0,1,0,2,1
Elkhorn,WI,5,1,3,1,5,3
Elkhorn City,KY,2,1,1,1,2,1
Elkin,NC,3,1,2,1,3,2
Elkins,WV,16,3,3,3,16,3
Elkins Park,PA,2,0,1,0,2,1
Elkland,PA,1,1,0,1,1,0
Elkmont,AL,2,0,0,0,2,0
Elko,GA,1,2,0,2,1,0
Elko,NV,23,3,5,3,23,5
Elko (county),NV,1,0,1,0,1,1
Elko New Market,MN,1,0,0,0,1,0
Elkridge,MD,4,1,1,1,4,1
Elkton,FL,1,0,0,0,1,0
Elkton,KY,4,1,0,1,4,0
Elkton,MD,11,7,5,7,11,5
Elkton,MI,1,0,0,0,1,0
Elkton,VA,2,1,0,1,2,0
Elkview,WV,10,2,1,2,10,1
Ellabell,GA,7,2,1,2,7,1
Ellenboro,NC,1,1,0,1,1,0
Ellenburg,NY,2,1,2,1,2,2
Ellendale,DE,1,0,0,0,1,0
Ellendale,MN,1,1,0,1,1,0
Ellensburg,WA,4,0,1,0,4,1
Ellenton,FL,4,3,0,3,4,0
Ellenton,GA,1,0,0,0,1,0
Ellenville,NY,5,1,3,1,5,3
Ellenwood,GA,11,5,4,5,11,4
Ellerbe,NC,2,0,4,0,2,4
Ellettsville,IN,1,0,2,0,1,2
Ellicott City,MD,8,3,6,3,8,6
Ellijay,GA,3,0,3,0,3,3
Ellington,CT,2,0,1,0,2,1
Ellinwood,KS,1,0,0,0,1,0
Elliott,IA,1,0,0,0,1,0
Elliott,PA,1,0,1,0,1,1
Elliott County,KY,2,1,1,1,2,1
Elliottsburg,PA,1,0,0,0,1,0
Ellis,KS,1,1,0,1,1,0
Ellis (county),OK,1,1,0,1,1,0
Elliston,VA,2,1,1,1,2,1
Ellisville,MS,7,1,1,1,7,1
Elloree,SC,3,3,1,3,3,1
Ellsworth,ME,6,2,0,2,6,0
Ellsworth,WI,3,1,1,1,3,1
Ellsworth (Lamoine),ME,1,0,0,0,1,0
Ellsworth (county),KS,2,1,0,1,2,0
Ellwood City,PA,6,3,3,3,6,3
Elm Grove,WI,2,0,1,0,2,1
Elm Mott,TX,2,2,0,2,2,0
Elma,NY,2,1,1,1,2,1
Elma,WA,2,0,1,0,2,1
Elmendorf,TX,8,4,3,4,8,3
Elmhurst,IL,11,3,4,3,11,4
Elmhurst,NY,3,3,0,3,3,0
Elmira,ID,2,1,0,1,2,0
Elmira,MI,1,0,1,0,1,1
Elmira,NY,62,25,7,25,62,7
Elmira (Elmira Heights),NY,1,0,0,0,1,0
Elmo,MO,1,0,1,0,1,1
Elmont,NY,12,6,0,6,12,0
Elmore,AL,4,1,3,1,4,3
Elmore (county),AL,3,4,1,4,3,1
Elmore City,OK,1,1,0,1,1,0
Elmore County,AL,1,0,0,0,1,0
Elmsford,NY,2,1,0,1,2,0
Elmwood,IL,1,1,0,1,1,0
Elmwood,WI,1,0,0,0,1,0
Elmwood Park,IL,2,0,1,0,2,1
Elmwood Park,NJ,4,0,0,0,4,0
Elmwood Place,OH,3,1,2,1,3,2
Elon,NC,4,1,2,1,4,2
Eloy,AZ,2,0,2,0,2,2
Elsa,TX,1,0,1,0,1,1
Elsmere,DE,11,2,1,2,11,1
Elsmere,KY,1,0,1,0,1,1
Elverta,CA,1,1,0,1,1,0
Elwood,IN,4,2,0,2,4,0
Ely,MN,2,1,0,1,2,0
Ely,NV,2,0,2,0,2,2
Elyria,OH,106,27,11,27,106,11
Elyria (Ridgeville),OH,1,0,1,0,1,1
Elyria (Sheffield Village),OH,1,0,1,0,1,1
Emerson,GA,1,0,1,0,1,1
Emerson,NE,1,0,1,0,1,1
Emery (county),UT,1,0,0,0,1,0
Emeryville,CA,17,10,2,10,17,2
Emily,MN,1,0,0,0,1,0
Emmalena,KY,1,0,1,0,1,1
Emmaus,PA,2,2,0,2,2,0
Emmet,AR,1,0,1,0,1,1
Emmet (county),IA,1,0,1,0,1,1
Emmet (county),MI,1,0,0,0,1,0
Emmett,ID,4,3,1,3,4,1
Emmett (Emmett Township),MI,1,1,0,1,1,0
Emmett Township,MI,1,1,0,1,1,0
Emmonak,AK,7,1,0,1,7,0
Emmons,MN,1,0,0,0,1,0
Emory,TX,1,0,1,0,1,1
Empire,AL,1,0,1,0,1,1
Empire,CA,3,2,1,2,3,1
Empire,LA,1,1,0,1,1,0
Emporia,KS,6,2,3,2,6,3
Emporia,VA,7,2,4,2,7,4
Emporium,PA,1,0,0,0,1,0
Encinitas,CA,6,2,1,2,6,1
Encino,CA,2,2,0,2,2,0
Enderlin,ND,2,1,1,1,2,1
Endicott,NY,13,2,0,2,13,0
Enfield,CT,10,1,1,1,10,1
Enfield,NC,13,10,5,10,13,5
Enfield,NY,1,0,0,0,1,0
Engelhard,NC,1,0,0,0,1,0
England,AR,4,2,2,2,4,2
Engle,TX,1,0,1,0,1,1
Englewood,CO,24,4,7,4,24,7
Englewood,FL,9,3,3,3,9,3
Englewood,NJ,22,7,0,7,22,0
Englewood,OH,6,4,2,4,6,2
Englewood,TN,1,1,1,1,1,1
Englewood ,FL,1,0,0,0,1,0
Englewood (Greenwood Village),CO,6,1,0,1,6,0
Englewood (Sheridan),CO,1,0,1,0,1,1
Englewood (Union),OH,1,1,0,1,1,0
Englewood Cliffs,NJ,1,0,0,0,1,0
English Turn,LA,1,1,0,1,1,0
Enid,OK,60,18,6,18,60,6
Enigma,GA,1,0,0,0,1,0
Ennis,MT,2,3,0,3,2,0
Ennis,TX,6,1,2,1,6,2
Enola,PA,2,0,0,0,2,0
Enola (East Pennsboro),PA,4,1,0,1,4,0
Enon,OH,5,1,2,1,5,2
Enon Valley,PA,2,1,0,1,2,0
Enoree,SC,4,0,0,0,4,0
Ensley,AL,3,3,2,3,3,2
Enterprise,AL,27,16,8,16,27,8
Enterprise,MS,1,1,1,1,1,1
Enterprise,UT,1,0,0,0,1,0
Enumclaw,WA,3,3,0,3,3,0
Enville,TN,1,0,0,0,1,0
Ephrata,PA,7,1,3,1,7,3
Ephrata,WA,3,4,0,4,3,0
Epping,NH,7,3,0,3,7,0
Epps,LA,1,0,1,0,1,1
Epsom,NH,1,0,0,0,1,0
Erath County,TX,1,2,0,2,1,0
Erhard,MN,1,0,0,0,1,0
Erie,CO,1,0,1,0,1,1
Erie,IL,1,0,0,0,1,0
Erie,MI,4,1,0,1,4,0
Erie,OH,1,3,1,3,1,1
Erie,PA,181,89,28,89,181,28
Erin,NY,1,0,0,0,1,0
Erlanger,KY,4,6,0,6,4,0
Erlanger (Elsmere),KY,1,0,1,0,1,1
Ernul,NC,1,1,1,1,1,1
Eros,LA,1,0,2,0,1,2
Erving,MA,1,0,0,0,1,0
Erwin,NC,6,7,2,7,6,2
Erwin,TN,2,0,3,0,2,3
Escambia (county),AL,1,0,1,0,1,1
Escambia (county),FL,12,7,1,7,12,1
Escambia County,FL,31,23,8,23,31,8
Escanaba,MI,4,0,1,0,4,1
Escatawpa,MS,1,1,1,1,1,1
Escondido,CA,33,26,11,26,33,11
Eskdale,WV,2,0,1,0,2,1
Esopus,NY,2,0,0,0,2,0
Espanola,NM,13,6,1,6,13,1
Espanola (Española),NM,1,0,1,0,1,1
Espanola (Pajarito),NM,1,0,0,0,1,0
Española,NM,1,0,0,0,1,0
Esperance,NY,1,0,0,0,1,0
Espy,PA,1,2,0,2,1,0
Essex,CT,2,0,2,0,2,2
Essex,MD,16,13,3,13,16,3
Essex,MO,1,0,0,0,1,0
Essex,VT,3,0,1,0,3,1
Essex Junction,VT,1,1,0,1,1,0
Essexville,MI,3,4,1,4,3,1
Estacada,OR,4,1,1,1,4,1
Estero,FL,6,5,3,5,6,3
Estero ,FL,1,1,1,1,1,1
Estes Park,CO,2,0,1,0,2,1
Estherville,IA,2,0,1,0,2,1
Estherwood,LA,1,1,0,1,1,0
Estill,SC,13,7,5,7,13,5
Estill Springs,TN,2,0,2,0,2,2
Ethel,LA,1,0,2,0,1,2
Ethel,MS,2,2,0,2,2,0
Ethelsville,AL,1,0,1,0,1,1
Ethete,WY,1,0,1,0,1,1
Etna Green,IN,2,1,0,1,2,0
Etowah,NC,1,0,0,0,1,0
Etowah,TN,2,0,0,0,2,0
Etowah (county),AL,4,1,0,1,4,0
Ettrick,VA,1,0,0,0,1,0
Eubank,KY,3,0,2,0,3,2
Eucha,OK,1,1,0,1,1,0
Euclid,OH,34,11,13,11,34,13
Eudora,AR,3,2,1,2,3,1
Eudora,KS,1,0,1,0,1,1
Eufaula,AL,16,11,4,11,16,4
Eufaula,OK,5,4,4,4,5,4
Eugene,MO,2,2,0,2,2,0
Eugene,OR,79,20,15,20,79,15
Euless,TX,11,2,9,2,11,9
Eunice,LA,20,21,5,21,20,5
Eunice,NM,1,1,0,1,1,0
Eupora,MS,3,1,1,1,3,1
Eureka,CA,144,25,14,25,144,14
Eureka,KS,1,0,0,0,1,0
Eureka,MO,5,1,2,1,5,2
Eureka,MT,2,2,0,2,2,0
Eureka Springs,AR,1,0,0,0,1,0
Eureka Township,MI,2,0,0,0,2,0
Eustace,TX,1,0,1,0,1,1
Eustis,FL,29,7,7,7,29,7
Eutaw,AL,4,6,4,6,4,4
Eutaw (Union),AL,1,5,0,5,1,0
Eutawville,SC,18,4,6,4,18,6
Evans,CO,11,1,6,1,11,6
Evans,GA,9,2,1,2,9,1
Evans,NY,1,0,0,0,1,0
Evans,WV,1,0,1,0,1,1
Evans Mills,NY,3,0,1,0,3,1
Evansdale,IA,2,0,0,0,2,0
Evansdale (Elk Run Heights),IA,1,0,1,0,1,1
Evanston,IL,84,28,8,28,84,8
Evanston,IN,1,1,0,1,1,0
Evanston,OH,3,1,0,1,3,0
Evanston,WY,2,1,0,1,2,0
Evansville,IL,1,0,1,0,1,1
Evansville,IN,332,124,41,124,332,41
Evansville,WY,10,0,0,0,10,0
Evansville (Darmstadt),IN,1,2,1,2,1,1
Evansville (Mccutchanville),IN,1,0,0,0,1,0
Evarts,KY,2,0,0,0,2,0
Eveleth,MN,4,1,0,1,4,0
Evendale,OH,1,0,0,0,1,0
Everett,MA,12,2,5,2,12,5
Everett,PA,3,2,0,2,3,0
Everett,WA,101,52,18,52,101,18
Everglades City,FL,1,0,0,0,1,0
Evergreen,AL,2,0,0,0,2,0
Evergreen,CO,1,0,0,0,1,0
Evergreen,MT,2,1,0,1,2,0
Evergreen Park,IL,4,1,1,1,4,1
Everson,WA,3,1,3,1,3,3
Evesham Township,NJ,1,0,0,0,1,0
Ewa Beach,HI,3,1,0,1,3,0
Ewing,NJ,4,2,0,2,4,0
Ewing Township,NJ,1,0,0,0,1,0
Excelsior (Greenwood),MN,1,0,5,0,1,5
Excelsior (Minnetrista),MN,1,0,0,0,1,0
Excelsior Springs,MO,2,0,2,0,2,2
Excursion Inlet,AK,1,0,1,0,1,1
Exeter,CA,7,2,3,2,7,3
Exeter,NH,7,1,2,1,7,2
Exeter,RI,3,0,0,0,3,0
Exeter (Brentwood),NH,2,0,2,0,2,2
Exeter (Kensington),NH,2,0,0,0,2,0
Exmore,VA,4,4,2,4,4,2
Export,PA,1,1,0,1,1,0
Exton,PA,2,0,2,0,2,2
Fabens,TX,2,0,2,0,2,2
Factoryville,PA,1,0,2,0,1,2
Fair Bluff,NC,3,1,1,1,3,1
Fair Grove,MO,3,0,2,0,3,2
Fair Haven,NJ,1,0,0,0,1,0
Fair Haven,VT,5,2,1,2,5,1
Fair Lawn,NJ,2,0,3,0,2,3
Fair Oaks,CA,5,1,4,1,5,4
Fairbanks,AK,217,32,36,32,217,36
Fairborn,OH,32,6,3,6,32,3
Fairborn (Beavercreek),OH,7,2,0,2,7,0
Fairburn,GA,11,7,7,7,11,7
Fairchance,PA,4,4,2,4,4,2
Fairdale,WV,2,0,0,0,2,0
Fairdealing,MO,1,0,3,0,1,3
Fairfax,OK,1,0,2,0,1,2
Fairfax,SC,2,2,0,2,2,0
Fairfax,SD,1,0,0,0,1,0
Fairfax,VA,12,5,3,5,12,3
Fairfax,VT,2,2,1,2,2,1
Fairfax (county),VA,5,2,1,2,5,1
Fairfax County,VA,1,0,0,0,1,0
Fairfax Station,VA,1,0,0,0,1,0
Fairfield,AL,59,33,29,33,59,29
Fairfield,CA,64,42,19,42,64,19
Fairfield,CT,23,1,3,1,23,3
Fairfield,IA,2,1,0,1,2,0
Fairfield,IL,2,0,1,0,2,1
Fairfield,ME,25,0,1,0,25,1
Fairfield,NJ,2,0,0,0,2,0
Fairfield,OH,12,7,9,7,12,9
Fairfield,TX,2,0,1,0,2,1
Fairfield,WI,1,0,0,0,1,0
Fairfield (county),OH,1,0,0,0,1,0
Fairfield County,OH,2,0,0,0,2,0
Fairfield County,SC,1,0,1,0,1,1
Fairhaven,MA,4,0,0,0,4,0
Fairhope,AL,10,2,2,2,10,2
Fairland,OK,2,0,1,0,2,1
Fairlawn,OH,1,1,0,1,1,0
Fairlea,WV,2,0,1,0,2,1
Fairmont,MN,1,0,1,0,1,1
Fairmont,NC,6,5,2,5,6,2
Fairmont,WV,34,10,11,10,34,11
Fairmont (White Hall),WV,1,0,1,0,1,1
Fairmount,IL,1,1,0,1,1,0
Fairport,NY,1,0,2,0,1,2
Fairview,AK,1,0,0,0,1,0
Fairview,MO,1,0,0,0,1,0
Fairview,NC,2,1,0,1,2,0
Fairview,NJ,2,0,1,0,2,1
Fairview,OR,1,0,1,0,1,1
Fairview,PA,1,0,0,0,1,0
Fairview,TN,3,1,3,1,3,3
Fairview,UT,2,0,2,0,2,2
Fairview Heights,IL,22,5,5,5,22,5
Faith,SD,1,0,2,0,1,2
Falcon,MO,1,0,1,0,1,1
Falconer,NY,2,1,0,1,2,0
Falfurrias,TX,1,1,1,1,1,1
Falkland,NC,1,1,0,1,1,0
Falkner,MS,1,0,1,0,1,1
Falkville,AL,3,2,0,2,3,0
Fall Branch,TN,2,0,0,0,2,0
Fall Creek,WI,1,0,1,0,1,1
Fall River,MA,135,35,6,35,135,6
Fallbrook,CA,5,1,1,1,5,1
Fallbrook (Rainbow),CA,1,0,0,0,1,0
Falling Waters,WV,1,0,0,0,1,0
Fallon,NV,2,0,2,0,2,2
Falls,PA,2,0,1,0,2,1
Falls Church,VA,22,8,5,8,22,5
Falls Church (Baileys Crossroads),VA,1,1,0,1,1,0
Falls City,NE,1,0,1,0,1,1
Falls Of Rough,KY,1,0,0,0,1,0
Falls Of Rough (Falls of Rough),KY,1,0,0,0,1,0
Fallsburg,NY,3,0,1,0,3,1
Fallston,MD,4,0,2,0,4,2
Falmouth,KY,1,0,0,0,1,0
Falmouth,MA,22,3,0,3,22,0
Falmouth,ME,3,1,1,1,3,1
Falun,KS,1,0,1,0,1,1
Fancy Farm,KY,2,0,0,0,2,0
Fannettsburg,PA,1,0,0,0,1,0
Fannin (county),GA,1,1,0,1,1,0
Fanning Springs,FL,1,1,0,1,1,0
Fanwood,NJ,1,0,0,0,1,0
Far Rockaway,NY,21,10,5,10,21,5
Far Rockaway (Rockaway Beach),NY,1,0,0,0,1,0
Farber,MO,1,1,0,1,1,0
Fargo,ND,83,10,6,10,83,6
Faribault,MN,4,1,4,1,4,4
Farmdale,OH,1,0,1,0,1,1
Farmersburg,IN,2,1,0,1,2,0
Farmersville,CA,5,3,2,3,5,2
Farmersville,TX,1,0,2,0,1,2
Farmerville,LA,8,3,1,3,8,1
Farmerville (Rocky Branch),LA,1,0,1,0,1,1
Farmingdale,ME,1,0,0,0,1,0
Farmingdale,NY,11,3,0,3,11,0
Farmington,AR,4,2,1,2,4,1
Farmington,CT,6,3,0,3,6,0
Farmington,IL,2,2,0,2,2,0
Farmington,ME,4,0,0,0,4,0
Farmington,MI,3,2,0,2,3,0
Farmington,MN,5,1,1,1,5,1
Farmington,MO,4,1,0,1,4,0
Farmington,NH,5,4,1,4,5,1
Farmington,NM,37,14,10,14,37,10
Farmington,NY,1,1,0,1,1,0
Farmington,PA,2,1,0,1,2,0
Farmington,UT,1,1,0,1,1,0
Farmington,WV,1,1,0,1,1,0
Farmington (Chesterville),ME,2,0,0,0,2,0
Farmington (Farmington Hills),MI,6,2,2,2,6,2
Farmington (Industry),ME,1,0,0,0,1,0
Farmington Hills,MI,3,1,0,1,3,0
Farmville,NC,15,8,2,8,15,2
Farmville,VA,5,1,0,1,5,0
Farrell,PA,1,0,0,0,1,0
Farwell,MI,2,0,0,0,2,0
Faucett,MO,1,1,0,1,1,0
Faulkner,MD,1,1,0,1,1,0
Faulkner (county),AR,4,3,0,3,4,0
Faulkner County,AR,4,1,2,1,4,2
Fauquier (county),VA,1,0,1,0,1,1
Fauquier County,VA,1,0,1,0,1,1
Fawn Grove,PA,1,0,2,0,1,2
Fayette,IA,1,0,0,0,1,0
Fayette,MS,2,0,2,0,2,2
Fayette,NY,1,0,1,0,1,1
Fayette (county),AL,1,1,0,1,1,0
Fayette (county),IA,1,0,1,0,1,1
Fayette (county),IN,1,0,0,0,1,0
Fayette (county),PA,4,1,0,1,4,0
Fayette (county),TN,2,2,0,2,2,0
Fayette (county),TX,1,0,0,0,1,0
Fayette (county),WV,2,0,1,0,2,1
Fayette County,GA,1,0,0,0,1,0
Fayette County,PA,1,0,2,0,1,2
Fayette County,WV,6,0,0,0,6,0
